Index,Text
Lecture4_Chunk21,"reusable. So you write a module once-- a little piece of code that does something once-- you
debug it once, and then you can reuse it many, many times in your code with different inputs.
Benefit of this is it keeps your code organized and it keeps your code coherent.
So functions are going to be used to achieve decomposition and to create structure in our
code. We're going to see functions today in this lecture, and in a few weeks, you're going to"
Lecture4_Chunk22,"code. We're going to see functions today in this lecture, and in a few weeks, you're going to
actually see-- when we talk about object oriented programming-- how you can achieve
decomposition with classes. And with classes you can create your own object types like adding
some floats. You can create your own object types for whatever you want, but that's later.
OK so decomposition is creating structure in your code. And abstraction is the idea of"
Lecture4_Chunk23,"OK so decomposition is creating structure in your code. And abstraction is the idea of
suppressing details. So in the projector example, remember, abstraction was you didn't need
to know exactly how the projector worked in order to use it. And it's going to be the same idea
in programming.
So once you write a piece of code that does a little task, you don't need to rewrite that piece of
code many times. You've written it once, and you write this thing called a function specification"
Lecture4_Chunk24,"code many times. You've written it once, and you write this thing called a function specification
for it, or a docstring. And this is a piece of text that tells anyone else who would want to use it
in the future-- other people, maybe yourself-- it tells them how to use this function.
What inputs does it take? What's the type of the inputs? What is the function supposed to do?
And what is the output that you're going to get out of it? So they don't need to know exactly"
Lecture4_Chunk25,"And what is the output that you're going to get out of it? So they don't need to know exactly
how you implemented the function. They just need to know inputs, what it does, what's the
output. Those three things.
OK so these functions are then reusable chunks of code. And we'll see in a few examples in
today's lecture how to write some and how to call functions. And as we're going through
today's code, I want you to sort of think about functions with two different hats on."
Lecture4_Chunk26,"today's code, I want you to sort of think about functions with two different hats on.
The first hat is from someone who's writing the function. So in the projector example, someone
had to build the first projector. Someone had to know how to put all these components
together. So that's going to be you writing a function, so you need to know how to make the
function work. And then the other hat is you as someone-- as a programmer-- who is just"
Lecture4_Chunk27,"function work. And then the other hat is you as someone-- as a programmer-- who is just
using the function. You're assuming it's already been implemented correctly, and now you're
just using it to do something.
So these are some of the function characteristics and we'll see an example on the next slide.
So a function's going to have a name. You have to call it something. It's going to have some
parameters. These are the inputs to the function. You can have 0 inputs or as many as you'd
like."
Lecture4_Chunk28,"parameters. These are the inputs to the function. You can have 0 inputs or as many as you'd
like.
Function should have a docstring. This is how you achieve abstraction. So it's optional, but
highly recommended, and this is how you tell other people how to use your function. Function
has a body, which is the meat and potatoes of the function-- what it does. And a function's
going to return something. It computes its thing and then it gives back-- spits back some
answer."
Lecture4_Chunk29,"going to return something. It computes its thing and then it gives back-- spits back some
answer.
OK here's an example of a function definition and a function call. Function definition is up here.
I'll just draw it here. This is the function definition up here. And this is the function call down
here.
So remember, someone has to write the function that does something to begin with. So this is
how you write the function. The first is whoops-- the first is going to be this def keyword. And"
Lecture4_Chunk30,"how you write the function. The first is whoops-- the first is going to be this def keyword. And
def stands for-- it tells Python I'm going to define a function. Next is the name of the function.
In this case, I'm calling the function is_even. And the function name should really be
something descriptive.
Whereas someone who is just using this function or looking at it can pretty much tell what it's
supposed to do without going a lot farther than that. They're just looking at the name. And"
